run	source_file	variable	start_value	end_value	display	module	baseline_end	log2fc_end	candidate_label	pathway_module	scenario_label	run_order	scenario_label_unique	run_display
akg_pool_half	akg_pool_half.txt	asp_Asp	1.5	0.5739440632402242	Asp	Asp processes	-0.20430574106157923	NA	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	asp_Ile	0	2.3707319135549728e-5	Ile	Asp processes	1.4408426491075712e-4	-2.603508305368037	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	asp_Lys	0	3.8732286155101e-7	Lys	Asp processes	5.04938065313841e-7	-0.3825689147551428	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	asp_Thr	0	0.189686974881493	Thr	Asp processes	0.7510555486606968	-1.9852989970430654	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	nh4_GLN	1	5.20459999770973e-4	Gln	N assimilation	-1.0948972796578803e-21	28.955212052144052	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	nh4_GLU	1	0.005094542881716812	Glu	N assimilation	-9.331300067423648e-21	32.24630557116573	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	nh4_NH4	0.05	0.12179196019368713	NH4	N assimilation	27.048839051576746	-7.795003963710364	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	pyr_pyruvate	1	0.3552964927227123	Pyruvate	Pyruvate / entry	0.4032044202102553	-0.18248800745567706	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	tca_akg	0.1	0.03453537353949297	2-OG	TCA / 2-OG	-1.0065992419683364e-20	35.00735579156545	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_half	akg_pool_half.txt	tca_oaa	0.004	0.0033860924955990317	OAA	TCA / 2-OG	-3.113462314434189e-21	31.656974241800807	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x0.5	27	2-OG pool x0.5	2-OG pool x0.5
akg_pool_x2	akg_pool_x2.txt	asp_Asp	1.5	0.5562218015106916	Asp	Asp processes	-0.20430574106157923	NA	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x2	28	2-OG pool x2	2-OG pool x2
akg_pool_x2	akg_pool_x2.txt	asp_Ile	0	2.370729620093037e-5	Ile	Asp processes	1.4408426491075712e-4	-2.603509701041501	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x2	28	2-OG pool x2	2-OG pool x2
akg_pool_x2	akg_pool_x2.txt	asp_Lys	0	3.873230825404594e-7	Lys	Asp processes	5.04938065313841e-7	-0.3825680916189425	2-OG-linked transaminase/GDH/omega-amidase axis	2-OG / TCA competition	2-OG pool x2	28	2-OG pool x2	2-OG pool x2
