source,metric,metric_label,n_taxa,mean,median,sd,min,q1,q3,max
FAA,Total_FAA,Broad free amino acid pool,280,18.44076948250125,16.703236444125,9.592296876446225,3.747632548,11.8254074055625,21.8517106033125,70.92478421400001
FAA,FAA_N_proxy,Estimated FAA-derived nitrogen proxy,280,25.788441531000654,23.058187731375,13.533806500482179,5.33302714275,16.108387243437498,31.006752783020833,100.77139208199998
FAA,Proline_fraction_FAA,Proline / Total FAA,280,0.21225350265543322,0.2018873454727384,0.09421286663601085,0.033146067377708394,0.14026596083273365,0.2702766685660601,0.5024048999579304
FAA,N_rich_FAA_fraction,Nitrogen-rich FAA pool / Total FAA,280,0.32821807010131027,0.31106674821390234,0.11303443218464157,0.12096399303058926,0.23693943271718154,0.409025873988096,0.7196629213340185
PBAA,Total_PBAA,Broad protein-bound amino acid pool,279,867.4617274667061,848.7545748950001,168.63416834208817,583.7058680515,792.33163234225,917.9482393985002,2945.2710776569998
PBAA,PBAA_N_proxy,Estimated PBAA-derived nitrogen proxy,279,1069.5085089795793,1048.56623373625,184.10832662496802,746.5354035347501,980.4947668780001,1129.157134832,3172.343014131
PBAA,Proline_fraction_PBAA,Proline / Total PBAA,279,0.10620935085994952,0.1066987079604445,0.008662363772017966,0.02065365228907606,0.10190987872016977,0.1112910299479524,0.12532279142714275
PBAA,N_rich_PBAA_fraction,Nitrogen-rich PBAA pool / Total PBAA,279,0.2645825033413846,0.26337660174333155,0.01688859587778199,0.10471383931045306,0.25639393205408645,0.2706157596785922,0.3349629179731063
Combined,Total_AA_N_proxy,Estimated total amino-acid-derived nitrogen proxy,279,1095.2519228994654,1075.9809836105,185.31410455381905,763.8613607055001,1005.6500435653751,1157.37357187675,3187.4885699785
