run	source_file	variable	start_value	end_value	display	module	baseline_end	log2fc_end	candidate_label	pathway_module	scenario_label	run_order	scenario_label_unique	run_display
asadh_x2	asadh_x2.txt	nh4_NH4	0.05	27.0492407974992	NH4	N assimilation	27.048839051576746	2.142763113394047e-5	Indian Chief aspartate-semialdehyde dehydrogenase	Asp-family commitment	ASADH x2	9	ASADH x2	ASADH x2
asadh_x2	asadh_x2.txt	pyr_AcCoA	1.46	1.5618084393271976	AcCoA	Pyruvate / entry	1.5618084393271956	1.9220559022889492e-15	Indian Chief aspartate-semialdehyde dehydrogenase	Asp-family commitment	ASADH x2	9	ASADH x2	ASADH x2
asadh_x2	asadh_x2.txt	tca_akg	0.2	-9.116159713726422e-21	2-OG	TCA / 2-OG	-1.0065992419683364e-20	1.3703188632360077e-9	Indian Chief aspartate-semialdehyde dehydrogenase	Asp-family commitment	ASADH x2	9	ASADH x2	ASADH x2
asadh_x2	asadh_x2.txt	tca_oaa	0.004	-2.825001177768161e-21	OAA	TCA / 2-OG	-3.113462314434189e-21	4.1616162184767806e-10	Indian Chief aspartate-semialdehyde dehydrogenase	Asp-family commitment	ASADH x2	9	ASADH x2	ASADH x2
asp_kinase_x2	asp_kinase_x2.txt	asp_Asp	1.5	-0.888559047556417	Asp	Asp-family	-0.20430574106157923	2.120737906221674	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	asp_Ile	0	2.830752259214783e-4	Ile	Asp-family	1.4408426491075712e-4	0.974272697645072	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	asp_Lys	0	5.364020123664317e-7	Lys	Asp-family	5.04938065313841e-7	0.08720804142696804	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	asp_Thr	0	1.474457593938768	Thr	Asp-family	0.7510555486606968	0.9731928107781028	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	nh4_GLN	1	2.2882282927340278e-21	Gln	N assimilation	-1.0948972796578803e-21	4.88081877656289e-9	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	nh4_GLU	1	5.735225409108402e-21	Glu	N assimilation	-9.331300067423648e-21	2.1736401898179562e-8	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	nh4_NH4	0.05	27.061075965204047	NH4	N assimilation	27.048839051576746	6.525286502993304e-4	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	pyr_AcCoA	1.46	1.561808439327201	AcCoA	Pyruvate / entry	1.5618084393271956	4.8051397557223685e-15	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	tca_akg	0.2	3.987175098633413e-21	2-OG	TCA / 2-OG	-1.0065992419683364e-20	2.0274435265703184e-8	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
asp_kinase_x2	asp_kinase_x2.txt	tca_oaa	0.004	1.2495137290255968e-21	OAA	TCA / 2-OG	-3.113462314434189e-21	6.2944437968517655e-9	Jarvis ask2 / aspartate kinase	Asp-family entry	Asp kinase x2	7	Asp kinase x2	Asp kinase x2
baseline	baseline.txt	asp_Asp	1.5	-0.20430574106157923	Asp	Asp-family	-0.20430574106157923	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	asp_Ile	0	1.4408426491075712e-4	Ile	Asp-family	1.4408426491075712e-4	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	asp_Lys	0	5.04938065313841e-7	Lys	Asp-family	5.04938065313841e-7	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	asp_Thr	0	0.7510555486606968	Thr	Asp-family	0.7510555486606968	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	nh4_GLN	1	-1.0948972796578803e-21	Gln	N assimilation	-1.0948972796578803e-21	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	nh4_GLU	1	-9.331300067423648e-21	Glu	N assimilation	-9.331300067423648e-21	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	nh4_NH4	0.05	27.048839051576746	NH4	N assimilation	27.048839051576746	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	pyr_AcCoA	1.46	1.5618084393271956	AcCoA	Pyruvate / entry	1.5618084393271956	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	tca_akg	0.2	-1.0065992419683364e-20	2-OG	TCA / 2-OG	-1.0065992419683364e-20	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	tca_oaa	0.004	-3.113462314434189e-21	OAA	TCA / 2-OG	-3.113462314434189e-21	0	NA	Baseline	Baseline	1	Baseline	Baseline
gs_gogat_half	gs_gogat_half.txt	asp_Asp	1.5	-0.19007538857327985	Asp	Asp-family	-0.20430574106157923	-0.10415800447510491	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	asp_Ile	0	1.440842371483861e-4	Ile	Asp-family	1.4408426491075712e-4	-2.779806566939057e-7	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	asp_Lys	0	5.049380478102859e-7	Lys	Asp-family	5.04938065313841e-7	-5.0010574191097475e-8	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	asp_Thr	0	0.7510554202247421	Thr	Asp-family	0.7510555486606968	-2.4671135316689906e-7	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	nh4_GLN	1	3.5891374434642035e-21	Gln	N assimilation	-1.0948972796578803e-21	6.75763363979613e-9	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	nh4_GLU	1	2.2683491150891792e-20	Glu	N assimilation	-9.331300067423648e-21	4.6187580490801894e-8	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	nh4_NH4	0.05	27.803607018523103	NH4	N assimilation	27.048839051576746	0.03970538459785601	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	pyr_AcCoA	1.46	1.5618084393271976	AcCoA	Pyruvate / entry	1.5618084393271956	1.9220559022889492e-15	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	tca_akg	0.2	1.6139575025592204e-20	2-OG	TCA / 2-OG	-1.0065992419683364e-20	3.780664209192142e-8	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
gs_gogat_half	gs_gogat_half.txt	tca_oaa	0.004	5.019968360227545e-21	OAA	TCA / 2-OG	-3.113462314434189e-21	1.1734060258442251e-8	Indian Chief GS plus GDH/Glu-Gln module	N assimilation and reassimilation	GS + GOGAT x0.5	6	GS + GOGAT x0.5	GS + GOGAT x0.5
kdh_capacity_half	kdh_capacity_half.txt	asp_Asp	1.5	-0.4512162779988672	Asp	Asp-family	-0.20430574106157923	1.1430893702237568	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	asp_Ile	0	1.4408426003342825e-4	Ile	Asp-family	1.4408426491075712e-4	-4.883599361594966e-8	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	asp_Lys	0	5.049380494309744e-7	Lys	Asp-family	5.04938065313841e-7	-4.5379997001048034e-8	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	asp_Thr	0	0.7510555292456498	Thr	Asp-family	0.7510555486606968	-3.729416882786914e-8	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	nh4_GLN	1	4.7764976504807215e-21	Gln	N assimilation	-1.0948972796578803e-21	8.470632638034797e-9	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	nh4_GLU	1	1.7516932710363655e-20	Glu	N assimilation	-9.331300067423648e-21	3.873381204272418e-8	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	nh4_NH4	0.05	27.542622174489004	NH4	N assimilation	27.048839051576746	0.026099242444139935	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	pyr_AcCoA	1.46	1.561808439327196	AcCoA	Pyruvate / entry	1.5618084393271956	3.203426503814917e-16	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	tca_akg	0.2	2.3432828723612332e-20	2-OG	TCA / 2-OG	-1.0065992419683364e-20	4.832858283627058e-8	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
kdh_capacity_half	kdh_capacity_half.txt	tca_oaa	0.004	3.689305793859066e-21	OAA	TCA / 2-OG	-3.113462314434189e-21	9.81431980716707e-9	TCA competition proxy	2-OG / TCA competition	KDH drain x0.5	14	KDH drain x0.5	KDH drain x0.5
nh4_half	nh4_half.txt	asp_Asp	1.5	-0.3231688458226465	Asp	Asp-family	-0.20430574106157923	0.6615583809984845	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	asp_Ile	0	1.4408427467497965e-4	Ile	Asp-family	1.4408426491075712e-4	9.77677531861683e-8	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	asp_Lys	0	5.049380685517628e-7	Lys	Asp-family	5.04938065313841e-7	9.251282044807755e-9	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	asp_Thr	0	0.7510555967995443	Thr	Asp-family	0.7510555486606968	9.246942448620846e-8	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	nh4_GLN	1	1.1258521560080884e-20	Gln	N assimilation	-1.0948972796578803e-21	1.782221583317939e-8	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	nh4_GLU	1	4.595426832083144e-20	Glu	N assimilation	-9.331300067423648e-21	7.976021404109119e-8	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	nh4_NH4	0.05	16.78598889535424	NH4	N assimilation	27.048839051576746	-0.6883091427377206	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	pyr_AcCoA	1.46	1.561808439327198	AcCoA	Pyruvate / entry	1.5618084393271956	2.2423985526704407e-15	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	tca_akg	0.2	4.328118381638815e-20	2-OG	TCA / 2-OG	-1.0065992419683364e-20	7.696370550356076e-8	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_half	nh4_half.txt	tca_oaa	0.004	1.3425052826134518e-20	OAA	TCA / 2-OG	-3.113462314434189e-21	2.386003370000498e-8	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x0.5	2	External N x0.5	External N x0.5
nh4_x2	nh4_x2.txt	asp_Asp	1.5	-0.12321124869351284	Asp	Asp-family	-0.20430574106157923	-0.729595770547701	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	asp_Ile	0	1.44084254377869e-4	Ile	Asp-family	1.4408426491075712e-4	-1.0546429845639042e-7	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	asp_Lys	0	5.049380695587443e-7	Lys	Asp-family	5.04938065313841e-7	1.2128395971290316e-8	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	asp_Thr	0	0.7510554935807644	Thr	Asp-family	0.7510555486606968	-1.058024914248701e-7	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	nh4_GLN	1	-1.7999043771897736e-22	Gln	N assimilation	-1.0948972796578803e-21	1.3199318474618316e-9	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	nh4_GLU	1	-4.961121953360139e-21	Glu	N assimilation	-9.331300067423648e-21	6.304834431014168e-9	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	nh4_NH4	0.05	35.152480642924814	NH4	N assimilation	27.048839051576746	0.3780598268471277	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	pyr_AcCoA	1.46	1.561808439327199	AcCoA	Pyruvate / entry	1.5618084393271956	3.2034265038149143e-15	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	tca_akg	0.2	-6.932672026618377e-21	2-OG	TCA / 2-OG	-1.0065992419683364e-20	4.520425928176993e-9	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
nh4_x2	nh4_x2.txt	tca_oaa	0.004	-2.1311296536343357e-21	OAA	TCA / 2-OG	-3.113462314434189e-21	1.4172064558990981e-9	Indian Chief ammonium transporter / N-supply proxy	N supply and transport	External N x2	3	External N x2	External N x2
