run	source_file	variable	start_value	end_value	display	module	baseline_end	log2fc_end	candidate_label	pathway_module	scenario_label	run_order	scenario_label_unique	run_display
asp_kinase_half	asp_kinase_half.txt	asp_Asp	1.5	0.5881967516401464	Asp	Asp processes	0.5193735050326866	0.17952639762881797	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_half	asp_kinase_half.txt	asp_Ile	0	1.244195117110671e-5	Ile	Asp processes	2.370727996290909e-5	-0.9301173412081917	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_half	asp_kinase_half.txt	asp_Lys	0	4.118928678405275e-7	Lys	Asp processes	3.873230524592584e-7	0.08873155377725879	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_half	asp_kinase_half.txt	asp_Thr	0	0.10073900449849608	Thr	Asp processes	0.18968696780163957	-0.9129981841602632	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_half	asp_kinase_half.txt	nh4_GLN	1	4.522360204679261e-4	Gln	N assimilation	4.504681186499556e-4	0.005650902284127807	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_half	asp_kinase_half.txt	nh4_GLU	1	0.005734629489212046	Glu	N assimilation	0.005706683235054892	0.007047793103817862	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_half	asp_kinase_half.txt	nh4_NH4	0.05	0.0841263443058112	NH4	N assimilation	0.08425918838386179	-0.002276365781711071	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_half	asp_kinase_half.txt	tca_akg	0.2	0.05303289198886045	2-OG	TCA / 2-OG	0.053000289450655	8.871849553546182e-4	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x0.5	19	Asp kinase x0.5	Asp kinase x0.5
asp_kinase_x2	ask_kinase_x2.txt	asp_Asp	1.5	0.4022627796922039	Asp	Asp processes	0.5193735050326866	-0.3686341638332777	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_kinase_x2	ask_kinase_x2.txt	asp_Ile	0	4.3021472873388125e-5	Ile	Asp processes	2.370727996290909e-5	0.8597267442913806	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_kinase_x2	ask_kinase_x2.txt	asp_Lys	0	3.643675276246114e-7	Lys	Asp processes	3.873230524592584e-7	-0.08814274258909235	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_kinase_x2	ask_kinase_x2.txt	asp_Thr	0	0.3442212805122221	Thr	Asp processes	0.18968696780163957	0.859715727040829	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_kinase_x2	ask_kinase_x2.txt	nh4_GLN	1	4.474055368953031e-4	Gln	N assimilation	4.504681186499556e-4	-0.009841893918625479	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_kinase_x2	ask_kinase_x2.txt	nh4_GLU	1	0.005658440121686098	Glu	N assimilation	0.005706683235054892	-0.012248088516974946	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_kinase_x2	ask_kinase_x2.txt	nh4_NH4	0.05	0.08448872518693928	NH4	N assimilation	0.08425918838386179	0.0039248107396043135	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_kinase_x2	ask_kinase_x2.txt	tca_akg	0.2	0.05294432400354776	2-OG	TCA / 2-OG	0.053000289450655	-0.001524213036963749	Jarvis ask2 / aspartate kinase	Aspartate-family	Asp kinase x2	20	Asp kinase x2	Asp kinase x2
asp_pool_half	asp_pool_half.txt	asp_Asp	0.75	0.17430710440367028	Asp	Asp processes	0.5193735050326866	-1.5751410472401597	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_half	asp_pool_half.txt	asp_Ile	0	2.3707301121381944e-5	Ile	Asp processes	2.370727996290909e-5	1.2875879899112233e-6	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_half	asp_pool_half.txt	asp_Lys	0	3.8732298779448274e-7	Lys	Asp processes	3.873230524592584e-7	-2.4086177557432045e-7	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_half	asp_pool_half.txt	asp_Thr	0	0.1896869903290813	Thr	Asp processes	0.18968696780163957	1.7133610657189897e-7	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_half	asp_pool_half.txt	nh4_GLN	1	4.421962069600026e-4	Gln	N assimilation	4.504681186499556e-4	-0.026738354393564062	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_half	asp_pool_half.txt	nh4_GLU	1	0.005555660866088056	Glu	N assimilation	0.005706683235054892	-0.0386939488750194	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_half	asp_pool_half.txt	nh4_NH4	0.05	0.0853183253861222	NH4	N assimilation	0.08425918838386179	0.018021629591448103	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_half	asp_pool_half.txt	tca_akg	0.2	0.05256810095186736	2-OG	TCA / 2-OG	0.053000289450655	-0.011812620898926767	Asp pool state proxy	Aspartate-family	Asp pool x0.5	23	Asp pool x0.5	Asp pool x0.5
asp_pool_x2	asp_pool_x2.txt	asp_Asp	3	1.2777797679968732	Asp	Asp processes	0.5193735050326866	1.2987948773584639	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
asp_pool_x2	asp_pool_x2.txt	asp_Ile	0	2.37072909898465e-5	Ile	Asp processes	2.370727996290909e-5	6.710387515671199e-7	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
asp_pool_x2	asp_pool_x2.txt	asp_Lys	0	3.8732311915704667e-7	Lys	Asp processes	3.873230524592584e-7	2.484342488003269e-7	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
asp_pool_x2	asp_pool_x2.txt	asp_Thr	0	0.18968700609273617	Thr	Asp processes	0.18968696780163957	2.912291245913901e-7	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
asp_pool_x2	asp_pool_x2.txt	nh4_GLN	1	4.672717600776169e-4	Gln	N assimilation	4.504681186499556e-4	0.05283684474463926	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
asp_pool_x2	asp_pool_x2.txt	nh4_GLU	1	0.006012511156990354	Glu	N assimilation	0.005706683235054892	0.07531518144708257	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
asp_pool_x2	asp_pool_x2.txt	nh4_NH4	0.05	0.08229894601128239	NH4	N assimilation	0.08425918838386179	-0.03396006497317595	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
asp_pool_x2	asp_pool_x2.txt	tca_akg	0.2	0.05378186898867687	2-OG	TCA / 2-OG	0.053000289450655	0.02111965288536165	Asp pool state proxy	Aspartate-family	Asp pool x2	24	Asp pool x2	Asp pool x2
aspat_capacity_half	aspat_capacity_half.txt	asp_Asp	1.5	0.8287735255890464	Asp	Asp processes	0.5193735050326866	0.6742054989599241	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_half	aspat_capacity_half.txt	asp_Ile	0	2.370732796363896e-5	Ile	Asp processes	2.370727996290909e-5	2.921058089278777e-6	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_half	aspat_capacity_half.txt	asp_Lys	0	3.87322566562198e-7	Lys	Asp processes	3.873230524592584e-7	-1.809858475536926e-6	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_half	aspat_capacity_half.txt	asp_Thr	0	0.18968693108479692	Thr	Asp processes	0.18968696780163957	-2.7925593702707785e-7	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_half	aspat_capacity_half.txt	nh4_GLN	1	4.482833094581404e-4	Gln	N assimilation	4.504681186499556e-4	-0.007014218814345596	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_half	aspat_capacity_half.txt	nh4_GLU	1	0.0056506678658314905	Glu	N assimilation	0.005706683235054892	-0.014231091376923626	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_half	aspat_capacity_half.txt	nh4_NH4	0.05	0.08485975771736888	NH4	N assimilation	0.08425918838386179	0.010246540216878977	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_half	aspat_capacity_half.txt	tca_akg	0.2	0.05267734987072172	2-OG	TCA / 2-OG	0.053000289450655	-0.008817471392141228	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x0.5	25	AspAT x0.5	AspAT x0.5
aspat_capacity_x2	aspat_capacity_x2.txt	asp_Asp	1.5	0.17924211660376768	Asp	Asp processes	0.5193735050326866	-1.5348627512679742	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
aspat_capacity_x2	aspat_capacity_x2.txt	asp_Ile	0	2.370728845613231e-5	Ile	Asp processes	2.370727996290909e-5	5.168508716613018e-7	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
aspat_capacity_x2	aspat_capacity_x2.txt	asp_Lys	0	3.873231144379591e-7	Lys	Asp processes	3.873230524592584e-7	2.3085671125082546e-7	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
aspat_capacity_x2	aspat_capacity_x2.txt	asp_Thr	0	0.18968700181541892	Thr	Asp processes	0.18968696780163957	2.5869729993862913e-7	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
aspat_capacity_x2	aspat_capacity_x2.txt	nh4_GLN	1	4.449472473598473e-4	Gln	N assimilation	4.504681186499556e-4	-0.017790703287144573	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
aspat_capacity_x2	aspat_capacity_x2.txt	nh4_GLU	1	0.005652180217917461	Glu	N assimilation	0.005706683235054892	-0.013845018264912334	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
aspat_capacity_x2	aspat_capacity_x2.txt	nh4_NH4	0.05	0.08402168256454741	NH4	N assimilation	0.08425918838386179	-0.004072342783649402	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
aspat_capacity_x2	aspat_capacity_x2.txt	tca_akg	0.2	0.05332979600100528	2-OG	TCA / 2-OG	0.053000289450655	0.008941570691410824	Jarvis GOT1 / AspAT and Goodman-Buckler GOT-like GWAS	C-N interface (AspAT/GOT)	AspAT x2	26	AspAT x2	AspAT x2
baseline	baseline.txt	asp_Asp	1.5	0.5193735050326866	Asp	Asp processes	0.5193735050326866	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	asp_Ile	0	2.370727996290909e-5	Ile	Asp processes	2.370727996290909e-5	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	asp_Lys	0	3.873230524592584e-7	Lys	Asp processes	3.873230524592584e-7	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	asp_Thr	0	0.18968696780163957	Thr	Asp processes	0.18968696780163957	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	nh4_GLN	1	4.504681186499556e-4	Gln	N assimilation	4.504681186499556e-4	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	nh4_GLU	1	0.005706683235054892	Glu	N assimilation	0.005706683235054892	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	nh4_NH4	0.05	0.08425918838386179	NH4	N assimilation	0.08425918838386179	0	NA	Baseline	Baseline	1	Baseline	Baseline
baseline	baseline.txt	tca_akg	0.2	0.053000289450655	2-OG	TCA / 2-OG	0.053000289450655	0	NA	Baseline	Baseline	1	Baseline	Baseline
gdh_half	gdh_half.txt	asp_Asp	1.5	0.5074239762202412	Asp	Asp processes	0.5193735050326866	-0.033580729631618164	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_half	gdh_half.txt	asp_Ile	0	2.370731521707064e-5	Ile	Asp processes	2.370727996290909e-5	2.145373242316177e-6	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_half	gdh_half.txt	asp_Lys	0	3.87322591747307e-7	Lys	Asp processes	3.873230524592584e-7	-1.7160494904961838e-6	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_half	gdh_half.txt	asp_Thr	0	0.1896868941737491	Thr	Asp processes	0.18968696780163957	-5.599889876380929e-7	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_half	gdh_half.txt	nh4_GLN	1	5.454046094916172e-4	Gln	N assimilation	4.504681186499556e-4	0.2759018880853394	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_half	gdh_half.txt	nh4_GLU	1	0.00525090977828682	Glu	N assimilation	0.005706683235054892	-0.12008507717691864	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_half	gdh_half.txt	nh4_NH4	0.05	0.1567112277674701	NH4	N assimilation	0.08425918838386179	0.8952026226558216	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_half	gdh_half.txt	tca_akg	0.2	0.05729137489530196	2-OG	TCA / 2-OG	0.053000289450655	0.11231772171183543	NA	Glu/Gln assimilation	GDH x0.5	44	GDH x0.5	GDH x0.5
gdh_x2	gdh_x2.txt	asp_Asp	1.5	0.5304336498911166	Asp	Asp processes	0.5193735050326866	0.030399881469422754	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gdh_x2	gdh_x2.txt	asp_Ile	0	2.3707284703402846e-5	Ile	Asp processes	2.370727996290909e-5	2.8848041093696477e-7	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gdh_x2	gdh_x2.txt	asp_Lys	0	3.873231149024443e-7	Lys	Asp processes	3.873230524592584e-7	2.3258681403535222e-7	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gdh_x2	gdh_x2.txt	asp_Thr	0	0.18968699822420973	Thr	Asp processes	0.18968696780163957	2.3138377989865574e-7	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gdh_x2	gdh_x2.txt	nh4_GLN	1	3.440787339192321e-4	Gln	N assimilation	4.504681186499556e-4	-0.3886862757928339	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gdh_x2	gdh_x2.txt	nh4_GLU	1	0.006195850098976646	Glu	N assimilation	0.005706683235054892	0.11864975575380209	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gdh_x2	gdh_x2.txt	nh4_NH4	0.05	0.0464645823302943	NH4	N assimilation	0.08425918838386179	-0.8587025798366188	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gdh_x2	gdh_x2.txt	tca_akg	0.2	0.0490001317277623	2-OG	TCA / 2-OG	0.053000289450655	-0.11321461103931078	NA	Glu/Gln assimilation	GDH x2	45	GDH x2	GDH x2
gln_half	gln_half.txt	asp_Asp	1.5	0.512417775765036	Asp	Asp processes	0.5193735050326866	-0.019451895611045777	Glu/Gln transport proxy	Glu/Gln assimilation	Gln pool x0.5	17	Gln pool x0.5	Gln pool x0.5
gln_half	gln_half.txt	asp_Ile	0	2.370735161315923e-5	Ile	Asp processes	2.370727996290909e-5	4.360234499784623e-6	Glu/Gln transport proxy	Glu/Gln assimilation	Gln pool x0.5	17	Gln pool x0.5	Gln pool x0.5
gln_half	gln_half.txt	asp_Lys	0	3.87322457130301e-7	Lys	Asp processes	3.873230524592584e-7	-2.2174682649659598e-6	Glu/Gln transport proxy	Glu/Gln assimilation	Gln pool x0.5	17	Gln pool x0.5	Gln pool x0.5
gln_half	gln_half.txt	asp_Thr	0	0.1896869214748316	Thr	Asp processes	0.18968696780163957	-3.52346105124121e-7	Glu/Gln transport proxy	Glu/Gln assimilation	Gln pool x0.5	17	Gln pool x0.5	Gln pool x0.5
gln_half	gln_half.txt	nh4_GLN	0.5	4.457478350522807e-4	Gln	N assimilation	4.504681186499556e-4	-0.015197213719439238	Glu/Gln transport proxy	Glu/Gln assimilation	Gln pool x0.5	17	Gln pool x0.5	Gln pool x0.5
gln_half	gln_half.txt	nh4_GLU	1	0.005739389108174433	Glu	N assimilation	0.005706683235054892	0.008244702278739876	Glu/Gln transport proxy	Glu/Gln assimilation	Gln pool x0.5	17	Gln pool x0.5	Gln pool x0.5
gln_half	gln_half.txt	nh4_NH4	0.05	0.08251139603164385	NH4	N assimilation	0.08425918838386179	-0.030240628962340897	Glu/Gln transport proxy	Glu/Gln assimilation	Gln pool x0.5	17	Gln pool x0.5	Gln pool x0.5
